freq_MHz,5ppb,10ppb,50ppb,75ppb,100ppb,200ppb,500ppb,1000ppb
95.1788,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997069,0.99744929,0.99038034
95.2338,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998070,0.99762291,0.99057826
95.2888,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998754,0.99779190,0.99077889
95.3438,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999211,0.99795556,0.99098190
95.3988,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999510,0.99811324,0.99118696
95.4539,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999702,0.99826444,0.99139375
95.5089,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999822,0.99840873,0.99160194
95.5639,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999896,0.99854578,0.99181122
95.6189,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999940,0.99867537,0.99202125
95.6739,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999966,0.99879735,0.99223174
95.7289,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999981,0.99891167,0.99244237
95.7839,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999990,0.99901834,0.99265284
95.8390,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999995,0.99911745,0.99286285
95.8940,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99920915,0.99307213
95.9490,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99929364,0.99328038
96.0040,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99937117,0.99348735
96.0590,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99944202,0.99369277
96.1140,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99950651,0.99389639
96.1690,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99956497,0.99409797
96.2241,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99961777,0.99429729
96.2791,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99966525,0.99449413
96.3341,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99970780,0.99468828
96.3891,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99974578,0.99487956
96.4441,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99977954,0.99506778
96.4991,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99980945,0.99525277
96.5541,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99983584,0.99543439
96.6092,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99985903,0.99561249
96.6642,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99987935,0.99578693
96.7192,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99989708,0.99595761
96.7742,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99991249,0.99612442
96.8292,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99992583,0.99628726
96.8842,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99993735,0.99644606
96.9392,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99994725,0.99660075
96.9942,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99995573,0.99675127
97.0493,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99996297,0.99689758
97.1043,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99996913,0.99703965
97.1593,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997435,0.99717745
97.2143,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997876,0.99731097
97.2693,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998246,0.99744021
97.3243,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998557,0.99756518
97.3793,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998817,0.99768590
97.4344,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999033,0.99780238
97.4894,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999212,0.99791466
97.5444,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999360,0.99802279
97.5994,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999482,0.99812681
97.6544,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999582,0.99822679
97.7094,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999664,0.99832277
97.7644,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999731,0.99841483
97.8195,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999785,0.99850304
97.8745,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999829,0.99858747
97.9295,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999864,0.99866822
97.9845,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999892,0.99874536
98.0395,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999915,0.99881899
98.0945,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999933,0.99888919
98.1495,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999948,0.99895607
98.2046,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999959,0.99901971
98.2596,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999968,0.99908021
98.3146,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999975,0.99913768
98.3696,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999981,0.99919221
98.4246,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999985,0.99924391
98.4796,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999989,0.99929287
98.5346,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999991,0.99933920
98.5896,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999993,0.99938299
98.6447,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999995,0.99942435
98.6997,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999996,0.99946337
98.7547,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99950016
98.8097,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99953480
98.8647,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99956739
98.9197,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99959803
98.9747,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99962680
99.0298,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99965380
99.0848,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99967910
99.1398,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99970280
99.1948,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99972497
99.2498,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99974569
99.3048,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99976505
99.3598,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99978311
99.4149,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99979995
99.4699,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99981562
99.5249,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99983021
99.5799,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99984378
99.6349,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99985637
99.6899,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99986806
99.7449,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99987890
99.7999,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99988894
99.8550,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99989823
99.9100,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99990682
99.9650,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99991475
100.0200,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99992207
100.0750,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99992882
100.1300,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99993504
100.1850,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99994077
100.2401,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99994603
100.2951,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99995087
100.3501,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99995531
100.4051,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99995938
100.4601,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99996311
100.5151,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99996652
100.5701,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99996965
100.6252,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997250
100.6802,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997511
100.7352,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997748
100.7902,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99997965
100.8452,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998162
100.9002,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998341
100.9552,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998504
101.0103,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998652
101.0653,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998787
101.1203,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99998908
101.1753,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999018
101.2303,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999118
101.2853,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999208
101.3403,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999289
101.3953,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999362
101.4504,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999428
101.5054,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999487
101.5604,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999540
101.6154,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999588
101.6704,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999631
101.7254,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999669
101.7804,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999703
101.8355,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999733
101.8905,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999760
101.9455,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999784
102.0005,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999805
102.0555,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999824
102.1105,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999840
102.1655,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999854
102.2206,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999867
102.2756,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999877
102.3306,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999886
102.3856,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999894
102.4406,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999900
102.4956,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999905
102.5506,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999909
102.6057,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999912
102.6607,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999914
102.7157,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999915
102.7707,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999916
102.8257,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999915
102.8807,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999914
102.9357,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999912
102.9907,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999909
103.0458,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999906
103.1008,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999902
103.1558,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999898
103.2108,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999893
103.2658,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999887
103.3208,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999881
103.3758,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999874
103.4309,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999866
103.4859,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999858
103.5409,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999849
103.5959,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999840
103.6509,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999830
103.7059,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999820
103.7609,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999808
103.8160,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999796
103.8710,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999784
103.9260,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999771
103.9810,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999757
104.0360,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999742
104.0910,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999727
104.1460,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999711
104.2011,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999694
104.2561,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999676
104.3111,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999658
104.3661,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999638
104.4211,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999618
104.4761,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999597
104.5311,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99999576
104.5861,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99999553
104.6412,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999996,0.99999530
104.6962,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999995,0.99999505
104.7512,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999995,0.99999480
104.8062,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999993,0.99999454
104.8612,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999992,0.99999427
104.9162,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999991,0.99999399
104.9712,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999989,0.99999370
105.0263,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999987,0.99999340
105.0813,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999985,0.99999310
105.1363,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999982,0.99999278
105.1913,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999979,0.99999246
105.2463,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999976,0.99999213
105.3013,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999972,0.99999179
105.3563,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999968,0.99999144
105.4114,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999963,0.99999108
105.4664,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999957,0.99999071
105.5214,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999951,0.99999034
105.5764,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999944,0.99998996
105.6314,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999936,0.99998957
105.6864,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999928,0.99998917
105.7414,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999918,0.99998877
105.7964,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999908,0.99998836
105.8515,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999896,0.99998794
105.9065,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999884,0.99998752
105.9615,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999870,0.99998709
106.0165,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999856,0.99998665
106.0715,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999840,0.99998622
106.1265,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999823,0.99998577
106.1815,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999805,0.99998533
106.2366,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999786,0.99998488
106.2916,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999766,0.99998442
106.3466,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999744,0.99998397
106.4016,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999721,0.99998351
106.4566,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999698,0.99998306
106.5116,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999673,0.99998260
106.5666,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99999647,0.99998214
106.6217,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999995,0.99999620,0.99998168
106.6767,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999993,0.99999593,0.99998123
106.7317,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999990,0.99999565,0.99998077
106.7867,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999986,0.99999536,0.99998032
106.8417,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999980,0.99999507,0.99997988
106.8967,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999973,0.99999477,0.99997943
106.9517,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999963,0.99999447,0.99997899
107.0068,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999952,0.99999417,0.99997856
107.0618,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999938,0.99999387,0.99997813
107.1168,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999921,0.99999357,0.99997771
107.1718,1.00000000,1.00000000,1.00000000,1.00000000,0.99999997,0.99999902,0.99999327,0.99997730
107.2268,1.00000000,1.00000000,1.00000000,0.99999999,0.99999993,0.99999881,0.99999298,0.99997690
107.2818,1.00000000,1.00000000,1.00000000,0.99999998,0.99999988,0.99999858,0.99999269,0.99997650
107.3368,1.00000000,1.00000000,0.99999999,0.99999994,0.99999979,0.99999833,0.99999241,0.99997611
107.3918,1.00000000,1.00000000,0.99999998,0.99999988,0.99999966,0.99999809,0.99999213,0.99997574
107.4469,1.00000000,1.00000000,0.99999995,0.99999978,0.99999949,0.99999784,0.99999187,0.99997537
107.5019,1.00000000,1.00000000,0.99999988,0.99999963,0.99999928,0.99999762,0.99999161,0.99997502
107.5569,0.99999999,0.99999998,0.99999975,0.99999944,0.99999905,0.99999742,0.99999137,0.99997468
107.6119,0.99999998,0.99999995,0.99999959,0.99999922,0.99999883,0.99999726,0.99999113,0.99997435
107.6669,0.99999995,0.99999990,0.99999941,0.99999904,0.99999866,0.99999714,0.99999091,0.99997403
107.7219,0.99999993,0.99999986,0.99999929,0.99999892,0.99999855,0.99999708,0.99999069,0.99997373
107.7769,0.99999993,0.99999986,0.99999928,0.99999891,0.99999854,0.99999708,0.99999049,0.99997344
107.8320,0.99999995,0.99999989,0.99999938,0.99999901,0.99999863,0.99999712,0.99999030,0.99997317
107.8870,0.99999997,0.99999994,0.99999955,0.99999918,0.99999879,0.99999723,0.99999013,0.99997291
107.9420,0.99999999,0.99999998,0.99999972,0.99999939,0.99999900,0.99999738,0.99998996,0.99997267
107.9970,1.00000000,0.99999999,0.99999985,0.99999959,0.99999923,0.99999757,0.99998981,0.99997244
108.0520,1.00000000,1.00000000,0.99999994,0.99999975,0.99999944,0.99999778,0.99998967,0.99997223
108.1070,1.00000000,1.00000000,0.99999998,0.99999987,0.99999963,0.99999801,0.99998954,0.99997203
108.1620,1.00000000,1.00000000,0.99999999,0.99999993,0.99999976,0.99999825,0.99998942,0.99997186
108.2171,1.00000000,1.00000000,1.00000000,0.99999997,0.99999986,0.99999847,0.99998931,0.99997170
108.2721,1.00000000,1.00000000,1.00000000,0.99999999,0.99999992,0.99999868,0.99998922,0.99997156
108.3271,1.00000000,1.00000000,1.00000000,1.00000000,0.99999996,0.99999886,0.99998914,0.99997143
108.3821,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999901,0.99998906,0.99997132
108.4371,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999911,0.99998900,0.99997123
108.4921,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999917,0.99998895,0.99997116
108.5471,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999918,0.99998891,0.99997111
108.6022,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.99999915,0.99998889,0.99997107
108.6572,1.00000000,1.00000000,1.00000000,1.00000000,0.99999999,0.99999906,0.99998887,0.99997105
108.7122,1.00000000,1.00000000,1.00000000,1.00000000,0.99999998,0.99999893,0.99998887,0.99997105
108.7672,1.00000000,1.00000000,1.00000000,1.00000000,0.99999996,0.99999876,0.99998888,0.99997107
108.8222,1.00000000,1.00000000,1.00000000,0.99999999,0.99999992,0.99999854,0.99998890,0.99997110
108.8772,1.00000000,1.00000000,1.00000000,0.99999997,0.99999985,0.99999830,0.99998894,0.99997115
108.9322,1.00000000,1.00000000,0.99999999,0.99999993,0.99999974,0.99999804,0.99998899,0.99997122
108.9872,1.00000000,1.00000000,0.99999998,0.99999986,0.99999959,0.99999778,0.99998905,0.99997130
109.0423,1.00000000,1.00000000,0.99999993,0.99999973,0.99999939,0.99999751,0.99998913,0.99997140
109.0973,1.00000000,0.99999999,0.99999984,0.99999955,0.99999915,0.99999726,0.99998923,0.99997151
109.1523,0.99999999,0.99999998,0.99999970,0.99999933,0.99999889,0.99999705,0.99998934,0.99997164
109.2073,0.99999997,0.99999994,0.99999950,0.99999909,0.99999865,0.99999687,0.99998946,0.99997178
109.2623,0.99999994,0.99999988,0.99999931,0.99999889,0.99999846,0.99999675,0.99998961,0.99997193
109.3173,0.99999992,0.99999984,0.99999919,0.99999877,0.99999835,0.99999669,0.99998977,0.99997210
109.3723,0.99999992,0.99999984,0.99999919,0.99999877,0.99999836,0.99999669,0.99998995,0.99997228
109.4274,0.99999994,0.99999989,0.99999932,0.99999890,0.99999847,0.99999676,0.99999014,0.99997247
109.4824,0.99999997,0.99999994,0.99999951,0.99999910,0.99999866,0.99999689,0.99999035,0.99997267
109.5374,0.99999999,0.99999998,0.99999971,0.99999934,0.99999891,0.99999706,0.99999057,0.99997287
109.5924,1.00000000,0.99999999,0.99999985,0.99999957,0.99999916,0.99999729,0.99999081,0.99997309
